TIPO;INSTANCIA;NAIVE1;TEMPO1;NAIVE2;TEMPO2;NAIVE3;TEMPO3;NAIVE4;TEMPO4;NAIVE5;TEMPO5;

simetrico;INST-A-40-3;1152.83;233.085;0;0;1683.25;227.595;0;0;0;0;
simetrico;INST-A-40-4;1007.5;653.768;0;0;999.067;634.135;0;0;0;0;
simetrico;INST-A-40-5;626.8;554.964;0;0;775.783;581.312;0;0;0;0;


